pr;DB;Interpreter;Logging;Thread;Data Structure;DevOps;i18n;Logic;Microservices;ML;Test;Search;IO;UI;Parser;Security;Cloud;Big Data;App;GIS;Util;NLP;APM;Network;Title;Body;prIssue;issue;issueTitle;issueBody;issueComments;issueTitleLink;issueBodyLink;issueCommentsLink;isPR;isTrain;commitMessage;Comments
294;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;removed deprecated returnvalues and all it s occurrences;these changes should  deal with  issue #273;;0;removed deprecated returnvalues and all its occurrences;these changes should deal with issue #273;commits has been squashed ||   ;;;;1;1;issue #273: removed deprecated method from mockito class api removed deprecated method from imockitoconfiguration and its implementations and returnvalues itself;
301;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;refactor some utilities and todo done;hey guys  awesome framework +1 i ve been looking at the code and i did some improvements  also i did a todo but i m not quite sure how to handle that null check it would be awesome if you could check it out @bric3 @szczepiq   answers.java : private is not required  classpathloader.java: removed unnecessary imports scenarioprinter.java: changed the string concat into another append mockhandlerfactory.java: return statement changed to be inline valueprinter.java: todo done  null check added  edit  releasenotesextension : made authtoken a final string  edit 2:  some improvements to the threadtests :);;0;refactor some utilities and todo done;hey guys awesome framework +1 ive been looking at the code and i did some improvements also i did a todo but im not quite sure how to handle that null check it would be awesome if you could check it out @bric3 @szczepiq answersjava : private is not required classpathloaderjava: removed unnecessary importsscenarioprinterjava: changed the string concat into another appendmockhandlerfactoryjava: return statement changed to be inlinevalueprinterjava: todo done null check addededit releasenotesextension : made authtoken a final stringedit 2: some improvements to the threadtests :);  ;;;;1;1;refactor some utilities and todo donerefactor some utilities and todo donerefactor some utilities and todo donerefactor for boolean condition and null check improvedrefactor some utilities and todo donerefactor some utilities and todo donerefactor some utilities and todo donerefactor for boolean condition and null check improvednull check improveddefault value changed;
306;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;1;eliminate direct dependency on objenesisinstantiator;updated instantiatorprovider to be a plug-in  to eliminate direct dependency on objenesisinstantiator. this allows mockito to be used by runtimes that don t execute bytecode  such as j2objc-translated code on ios.;;0;eliminate direct dependency on objenesisinstantiator;updated instantiatorprovider to be a plug-in to eliminate direct dependency on objenesisinstantiator this allows mockito to be used by runtimes that dont execute bytecode such as j2objc-translated code on ios;  ;;;;1;1;updated instantiatorprovider to be a plug-in to eliminate direct dependency to objenesisinstantiator;
309;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;tweaks to the main mockito javadocs to aid readability;@szczepiq as discussed  please review.;;0;tweaks to the main mockito javadocs to aid readability;@szczepiq as discussed please review;  ;;;;1;1;tweaks to the main mockito javadocs to aid readability;
314;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;add shouldhavenomoreinteractions() to bddmockito;replicates  verifynomoreinteractions  on the bdd api.  ---  **edit by mockito team** : 311;;0;add shouldhavenomoreinteractions() to bddmockito;replicates `verifynomoreinteractions` on the bdd api---**edit by mockito team** : 311;  ;;;;1;1;311: add shouldhavenomoreinteractions() to bddmockito;
317;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;modify stacktracefilter to not exclude  good  stack trace elements;currently stacktracefilter filters in this way (example from javadoc): [a+  b+  c-  d+  e+  f-  g+] -> [a+  b+  g+]  this patch makes it work: [a+  b+  c-  d+  e+  f-  g+] -> [a+  b+  d+  e+  g+]  not sure why it was implemented first time in this strange manner.  ---  **edit by mockito team** : 316;;0;"modify stacktracefilter to not exclude ""good"" stack trace elements";currently stacktracefilter filters in this way (example from javadoc):[a+ b+ c- d+ e+ f- g+] -> [a+ b+ g+]this patch makes it work:[a+ b+ c- d+ e+ f- g+] -> [a+ b+ d+ e+ g+]not sure why it was implemented first time in this strange manner---**edit by mockito team** : 316;"  ;;;;1;1;modify stacktracefilter to not exclude useful stack trace elements between filtered out elements;
344;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;show correct location of unwanted interaction with mock when using mockitojunitrule;this pull request by @indy5858 and me changes the stacktrace filtering so that when using  mockitojunitrule  the correct location of an unwanted interaction with a mock.  before this commit the location on an unwanted interaction was not reported properly. instead of      no interactions wanted here: -> at <package>.<testclass>.<testmethod>(<testclass.java>:<linenumber>)      the assertion message said:      no interactions wanted here: -> at org.junit.runners.parentrunner.runleaf(parentrunner.java:325)      the issue with the current behaviour in master is that all stacktrace elements above an element containing  org.mockito.  are removed. as  org.mockito.internal.junit.junitrule  fullfills this condition and comes below the  payload  (i.e. test code and code under test) stack elements the interesting part of the stack is filtered. in case the pull request #317 (which we only found after hacking on this) is merged this pull becomes obsolete except for the two tests that are added: - checking that the  payload  stack elements aren t removed from the stack and - a test for removal of the byte buddy stack elements.;;0;show correct location of unwanted interaction with mock when using mockitojunitrule;"this pull request by @indy5858 and me changes the stacktrace filtering so that when using `mockitojunitrule` the correct location of an unwanted interaction with a mockbefore this commit the location on an unwanted interaction was notreported properly instead of```no interactions wanted here:-> at <package><testclass><testmethod>(<testclassjava>:<linenumber>)```the assertion message said:```no interactions wanted here:-> at orgjunitrunnersparentrunnerrunleaf(parentrunnerjava:325)```the issue with the current behaviour in master is that all stacktrace elements above an element containing ""orgmockito"" are removed as `orgmockitointernaljunitjunitrule` fullfills this condition and comes below the ""payload"" (ie test code and code under test) stack elements the interesting part of the stack is filteredin case the pull request #317 (which we only found after hacking on this) is merged this pull becomes obsolete except for the two tests that are added:- checking that the ""payload"" stack elements arent removed from the stack and- a test for removal of the byte buddy stack elements";  ;;;;1;1;add test for removal of bytebuddy stacktrace elements;
349;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;issue #345 : removes previously verified invocations when capturing argument is combined with after and atmost verifiers;solves #345 by removing already verified invocations before redundant capture of their arguments in atmost class.;;0;issue #345 : removes previously verified invocations when capturing argument is combined with after and atmost verifiers;solves #345 by removing already verified invocations before redundant capture of their arguments in atmost class;could you send me details of the failure? im not able to reproduce the problem || > process gradle test executor 1 finished with non-zero exit value 137its not your fault the gradle process was killed there could be a few reasons (like to large memory usage) the build should be rerun - @tarnowskijan you can force it by pushing (with  ;;;;1;1;#345 : fixes the issue by removing previously verified invocations before redundant capture of their arguments;
373;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;365 simplify the invocationonmock-api to get a casted argument;this pull request 365 by introducing  t getargument(int)  and deprecating  t getargumentat(int class<t>)  in type  invocationonmock . this improves the readabilty of custom answers.   this  string text = invocation.getargumentat(1 string.class)   can be replaced by...   string text = invocation.getargument(1);;365.0;365 simplify the invocationonmock-api to get a casted argument;this pull request 365 by introducing `t getargument(int)` and deprecating `t getargumentat(intclass<t>)` in type `invocationonmock` this improves the readabilty of custom answers this`string text  invocationgetargumentat(1stringclass)` can be replaced  string text  invocationgetargument(1)`;  ;simplify the invocationonmock-api to get a casted argument;"the 2nd argument of  `invocationonmockgetargumentat(intclass<t>)` can be removed cause it is not neccessaryintuitively on would write this to get a ""auto casted"" argument:`string text  invocationgetargumentat(1stringclass)`the type can be ommited without side effects (the implementation of invocationonmock discards it anyway)`string text  invocationgetargumentat(1null)`therefore mockito 20 should consider to simplify the api and ommit the `class`-argument here maybe it is also a good chance to simplify the method name too what about  `getargument(int index)` ?this is how the new api could look like:`string text  invocationgetargument(1)`";"i would like to mention that sometimes class argument can be usefulin my case i would like to catch object passed to mock and write to mongo databasethe code i would like to have is:```// test setupdoanswer(invocation -> mongotemplateinsert(invocationgetargument(0 personclass)))  when(mock)  mymethod(any())// test execution mockmymethod(new person(""joe"" ""doe""))```the reason of problem is that `mongotemplate` has 2 similar methods:```public <t> executableinsert<t> insert(class<t> domaintype) {) //(1)public void insert(object objecttosave) {) //(2)```afaiu when i setup `doanswer(invocation -> mongotemplateinsert(invocationgetargument(0))` type inference will choose method (1) and finally i get class cast exception `person` -> `class`unfortunately code `doanswer(invocation -> mongotemplateinsert((person)invocationgetargument(0))` does not compileto implement my test i have to define anonymous class `answer` so my code is long-winded - one-liner looks much better || ";1;0;365 introduced t getargument(int) and deprecated  t getargumentat(intclass<t>) in type invocationonmock;
376;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;fix typo in example in javadoc.;this is a trivial javadoc-only change  just fixing a typo.;;0;fix typo in example in javadoc;this is a trivial javadoc-only change just fixing a typo;  ;;;;1;1;fix typo in example in javadoc;
377;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;remove duplication.;simple documentation-only change.;;0;remove duplication;simple documentation-only change;  ;;;;1;1;remove duplicationremove duplicate description of automatic @spy field initialization;
381;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;312.  added documentation in ongoingstubbing.thenthrow().;this 312.  added documentation in ongoingstubbing.thenthrow where new throwsexceptionclass() is used to create a new throwable using objenesis.;;312.0;312  added documentation in ongoingstubbingthenthrow();this 312  added documentation in ongoingstubbingthenthrow where new throwsexceptionclass() is used to create a new throwable using objenesis;  ;throwsexceptionclass is urealiable - exception doesnt containt stack trace;"the `throwsexceptionclass` is using `objenesishelpernewinstance` which happens to have different strategy of creating objects depending on the jvm used im using java hotspot vm on this machine created `throwable` is initalized with all nullsas a result calling `throwablefillinstacktrace()` has no effect and there is no chance the stack trace is ever filled you can easily observe this behaviour by this sample code:``` javathrowable t  (throwable) objenesishelpernewinstance(throwableclass)tfillinstacktrace()tprintstacktrace()```after a bit of struggling i ended up using `throwsexception` instead of `throwsexceptionclass`objenesis strategy to create instances is dependent on vm name (returned  systemgetproperty(""javavmname"")`) so there is no 100% guarantee that this behaviour is reproduced on your machine";ok thanks for the report can you make a pull request to document that behaviour for `throwsexceptionclass` || thanks @zbigniewtomczak for doing the research on this  i just added the documentation  its in pr #381 ||;1;0;312  added documentation in ongoingstubbingthenthrow() for issue;
382;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;correct package declaration of verificationwithdescriptiontest;allows project to compile without errors in eclipse  check list -  pr should be motivated  i.e. what does it fix  why  and if relevant how -  if possible / relevant include an example in the description  that could help all readers      including project members to get a better picture of the change -  avoid other runtime dependencies -  meaningful commit history   intention is important please rebase your commit history so that each      commit is meaningful and help the people that will explore a change in 2 years -  read the [contributing guide]( -  mention  <issue number>  in the description _if relevant_ -  at least one commit should mention  fixes #<issue number>  _if relevant_;;0;correct package declaration of verificationwithdescriptiontest;allows project to compile without errors in eclipsecheck list-  pr should be motivated ie what does it fix why and if relevant how-  if possible / relevant include an example in the description that could help all readers     including project members to get a better picture of the change-  avoid other runtime dependencies-  meaningful commit history  intention is important please rebase your commit history so that each     commit is meaningful and help the people that will explore a change in 2 years-  read the [contributing guide](  mention `<issue number>` in the description _if relevant_-  at least one commit should mention `fixes #<issue number>` _if relevant_;  ;;;;1;1;correct package declaration of verificationwithdescriptiontest;
386;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;remove deprecated code;fixes for #374 - more left though.;;374.0;remove deprecated code;fixes for #374 - more left though;  ;remove deprecated api from mockito 2;# this is a reminder to remove all deprecated apis from the upcoming mockito 2this issue blocks #123 [release mockito 20](123)relates to -  #273 [get rid of returnvalues](273);;1;0;delete class that was moved to internal;
389;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;lazily verify without calling collector.verify();as originally requested in #287: lazily verify all  mockito.verify()  calls inside junit test cases.;;0;lazily verify without calling collectorverify();as originally requested in #287: lazily verify all `mockitoverify()` calls inside junit test cases;i have to say that the code based on java 8 would be so much cleaner this could deter all verbose wrapping and setters with using  ;;;;1;1;lazily verify without calling collectorverify();
404;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;374 removed deprecated classes and methods;374 removed deprecated classes and methods;;374.0;374 removed deprecated classes and methods;374 removed deprecated classes and methods;"thanks for this pr and for fixing the formatting could you also squash all commits to a single one for better versioning?  @raphw i  the line ending issue is it okay to squash the commits once the review of all commits is fine? the removal of some deprecated classes and methods was more than simply removing it eg mockitojunitrule if my implementation is not okay it can easily be reverted  || @raphw do you know why the check ""codecov/changes"" fail? || @christianschwarz fixing issue and will report back shortly || @christianschwarz can you submit an empty commit for another rebuild i believe this issue was fixed within the last 6 days thank you || i do not currently have good internet access (vacation) please repush (forced) and see if it worksthanksfor the effort this will be merged eventually  || @raphw and @stevepeak thanks for your support ||   @raphw @szczepiq  @bric3 sorry for stressing you the people want mockito 2 & 3 (lambda) please comment and/or merge this pr its a little step in the right direction || ping || lgtm thanks for doing the chore work! || ";remove deprecated api from mockito 2;# this is a reminder to remove all deprecated apis from the upcoming mockito 2this issue blocks #123 [release mockito 20](123)relates to -  #273 [get rid of returnvalues](273);;1;0;374 removed deprecated types and methodsremoved deprecated deprecatedongoingstubbing and iongoingstubbingremoved deprecated method mockitostubvoid()removed deprecated annotation mockitoannotationsmockremoved @deprecated annotations of inner classes of bddmockito and madethem privateremoved deprecated methods verificationwithtimeoutnever() andverificationwithtimeoutatmost()removed deprecated class mockitojunitruleremoved deprecated enum answersremoved deprecated method invocationonmockgetargumentat(intclass)removed deprecated class returnselementsof compile error in extramatcherscorrected wrong package declaration in verificationwithdescriptiontest;
412;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;fixed #407 vararg method call on mock object fails;;;407.0; #407 vararg method call on mock object fails;;@andreyrmg can you add your test too? || oh yes of course! im sorry but only tomorrow ||   added test || +1 for adding unit tests!can you also add your `defaultanswerdemo` test case to the usage tests (package orgmockitousagestubbing)? name proposal: stubbingwithdelegatevarargstest || sorry for delay i added usage test case and squash commits into oneand there is need to extend from `testbase` for calling help method `orgmockitoutiltestbase#invocationof(javalangclass<?> javalangstring javalangobject)` || lgtm thanks for figuring this one out and adding an extensive test suite luckily an easy fix ||;vararg method call on mock object fails when used orgmockitoadditionalanswers#delegatesto;"i try to mock interface with varargs method and default implementation in final class and get this error:```javalangillegalargumentexception: wrong number of arguments    at sunreflectnativemethodaccessorimplinvoke0(native method)    at sunreflectnativemethodaccessorimplinvoke(nativemethodaccessorimpljava:62)    at sunreflectdelegatingmethodaccessorimplinvoke(delegatingmethodaccessorimpljava:43)    at javalangreflectmethodinvoke(methodjava:498)    at orgmockitointernalstubbingdefaultanswersforwardsinvocationsanswer(forwardsinvocationsjava:31)    at orgmockitointernalhandlermockhandlerimplhandle(mockhandlerimpljava:93)    at orgmockitointernalhandlernullresultguardianhandle(nullresultguardianjava:29)    at orgmockitointernalhandlerinvocationnotifierhandlerhandle(invocationnotifierhandlerjava:38)    at orgmockitointernalcreationmethodinterceptorfilterintercept(methodinterceptorfilterjava:51)```i run the following code:``` javapublic class defaultanswerdemo {    public interface foo {        void bar(string baz object args)    }    public static final class fooimpl implements foo {        @override        public void bar(string baz object args) {            systemoutprintln(""bar"")        }    }    @test    public void defaultanswertest() {        foo fooimpl  new fooimpl()        foo foo  mock(fooclass withsettings()                defaultanswer(delegatesto(fooimpl)))        foobar(""baz"" 12 ""45"" 678)    }}```this is happens because orgmockitointernalinvocationinvocationimpl by default expands varargs arguments to flat list and i have no idea how correctly fix this";"this is a bug in [forwardsinvocations]( as you already investigated the expanded varargs are passed to the delegatethe current implementation does this:```result  delegatemethodinvoke(delegatedobject arguments)```mockito look for method with the signature `stringintstringdouble` for the given arguments (""baz""12""45""678) but such a method doesnt existsto fix the issue the raw/unexpanded arguments must be used```object rawarguments  ((invocation)invocation)getrawarguments() result  delegatemethodinvoke(delegatedobject rawarguments)```now mockito looks for method signature `stringobject` which is the var args method you want note: it is safe to cast to `invocation` here cause answers always get a invocation-instance passed from `mockhandlerimpl` if i find some time i will send a pr with a fix or you or some one else start to fix it  || here is pr i thought about cast but may be better pull up method [orgmockitoinvocationinvocation#getrawarguments]( to interface [orgmockitoinvocationinvocationonmock]( || @andreyrmg pulling `getrawarguments()` up to `invocationonmock` would help in this narrow use case on the other side it bloat the public api and migth confuse clients that implement custom answers which method to choose `getarguments()` or `getrawarguments()`  wdyt? || yes i agree with you but i think this is already a bit confusing that method `getargument()` returns expanded varargs maybe we need two methods `getarguments()` and `getexpandedarguments()`? || adding new api or changing existing behaviour need to be discussed with the core-membersi agree with you `getarguments()` should return unaltered/not expanded arguments the current `getarguments()` implementation has also the problem that is cant distinguish an null-vararg argument / `varargmethod(new type{null})` from an null-varag array / `varargmethod((type)null)` || ";1;0; #407 vararg method call on mock object fails;
413;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;fixed method name to verifynomoreinteractions;;;0; method name to verifynomoreinteractions;;  lgtm ;;;;1;1; method name to verifynomoreinteractions;
419;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;bddmockito: rename willnothing to willdonothing;.. and keep the original signature as deprecated;;0;bddmockito: rename willnothing to willdonothing;and keep the original signature as deprecated;it linguistically sounds better to mei wonder if we need regression tests to stay in place if original method will be removed one daybtw @alb-i986 travis failed but it looks like a flaky test could you trigger it once again (eg with `git commit --amend`) || > i wonder if we need regression tests to stay in place if original method will be removed one daylooks like there are no tests in place for `willnothing` probably because it is not doing much but just forwarding to `mockito#donothing` || whats the story with this?maybe you want me to first open an issue as per contributing guidelines?cheers || @alb-i986 thanks for the ping i think this is fine so lgtm the deprecated method can be removed in mockito 30 ||;;;;1;1;bddmockito: rename willnothing to willdonothingand keep the original signature as deprecated;
424;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;inorder timeouts;*fixes issue    *updated code provided by  in pr #20  closes #20;;20.0;inorder timeouts;*fixes issue   *updated code provided by  in pr #20closes #20;could you please add tests to make sure the code is correctly behaving?also you have some unrelated changes mostly imports reordering please remove those as well || i should have some time to work on the code changes this weekend || @timvdlippe there was already a test there i just removed the @ignore tag ill add one for the exception throwing behavior as well i also removed the import reordering my ide was trying to be super helpful! || @jazzepi sounds great! :+1: the codecov status has to pass before this can be merged after the current feedback has been processed i will take another look but i think so far it is looking good! || @jazzepi could you rebase this pr and commit your changes? i would like to merge this sooner rather than later ||   @timvdlippe i think it should all be in working ordering now ive been doing git force pushes to my branch no idea if thats the accepted style but github seems to be figuring out what im doing i just wish it were layering patchsets on like gerrit does@christianschwarz i really puzzled over what you were looking for and could not understand how i could improve the code in the way youre describing id prefer this changeset get merged and then make whatever style changes you wanted yourself || lgtm ;implemented support for inorder evaluation of timeout verificationmode; for [issue 292]( that while the provided wrapping mechanism is generic enough to support both timeout and after usage the current implementation of verificationwithtimeouttestjava prevents correct usage with after this is because it repeatedly verifies until the timeout has elapsed thus marking all invocations that may have matched in the meantime as verified this will of course exhaust correct invocations and more often than not fail on the verification before the ager time has elapsed;hi im basically ok with the pr however i have a few remarks :- i dont like the name `verificationwrapperinorderwrapper` i would prefer something more meaningful in the same way the existing `verificationwrapper` could be renamed as well if you have some proposition ill gladly hear them- also it might be interesting to refactor existing code to support `verificationinordermode` so the code dont have to check against `verificationwrapper` class || ill review it soon thanks for the pr! || this is a feature id like too whats the status of this? any plans to merge it or put it on the road map? || we want to merge it but so far there wasnt enough time sorry! || i could also use this feature!  @sirchia could you please rebase this pr on current master then i can take a look and review sorry for the extremely delayed response hopefully you are still interested in making this contribution up-to-dateif this pr is not updated within 2 weeks i will close it as stale || @timvdlippe i had actually done that for my own private usage a while back ive provided a  that rebases the original pr by @sirchia ||;1;0;inorder timeouts  *fixes issue   *updated code provided by  in pr #20;
